script,Boat.CrewXPos,Boat.MassAftBallast,Boat.MassFwdBallast,Boat.MassSideBallast,Boat.RudderDelta,Boat.TWS_kts,Boat.Aero.Power,Boat.Aero.Travel,Boat.Keel.KeelCant,Boat.Port.FoilExtPct,Boat.Port.FoilRake,Boat.Stbd.FoilExtPct,Boat.Stbd.FoilRake,Boat.Stbd.RudderRake
modified_Script259.csv,10,0,0,0,0.5,21.1,-0.4,3.2,28,895,0.5,0,0,0
modified_Script26.csv,10,0,0,0,0.5,21.1,-0.4,3.5,24,896,1.5,0,0,0
modified_Script260.csv,10,0,0,0,0.5,21.1,-0.4,3.2,28,895,1.5,0,0,0
modified_Script261.csv,10,0,0,0,0.5,21.1,-0.4,3.2,28,895,2.5,0,0,0
modified_Script262.csv,10,0,0,0,0.5,21.1,-0.4,3.2,30,895,0.5,0,0,0
modified_Script263.csv,10,0,0,0,0.5,21.1,-0.4,3.2,30,895,1.5,0,0,0
modified_Script264.csv,10,0,0,0,0.5,21.1,-0.4,3.2,30,895,2.5,0,0,0
modified_Script265.csv,10,0,0,0,0.5,21.1,-0.4,3.5,24,895,0.5,0,0,0
modified_Script266.csv,10,0,0,0,0.5,21.1,-0.4,3.5,24,895,1.5,0,0,0
modified_Script267.csv,10,0,0,0,0.5,21.1,-0.4,3.5,24,895,2.5,0,0,0
modified_Script268.csv,10,0,0,0,0.5,21.1,-0.4,3.5,26,895,0.5,0,0,0
modified_Script269.csv,10,0,0,0,0.5,21.1,-0.4,3.5,26,895,1.5,0,0,0
modified_Script27.csv,10,0,0,0,0.5,21.1,-0.4,3.5,24,896,2.5,0,0,0
modified_Script270.csv,10,0,0,0,0.5,21.1,-0.4,3.5,26,895,2.5,0,0,0
modified_Script271.csv,10,0,0,0,0.5,21.1,-0.4,3.5,28,895,0.5,0,0,0
modified_Script272.csv,10,0,0,0,0.5,21.1,-0.4,3.5,28,895,1.5,0,0,0
modified_Script273.csv,10,0,0,0,0.5,21.1,-0.4,3.5,28,895,2.5,0,0,0
modified_Script274.csv,10,0,0,0,0.5,21.1,-0.4,3.5,30,895,0.5,0,0,0
modified_Script275.csv,10,0,0,0,0.5,21.1,-0.4,3.5,30,895,1.5,0,0,0
modified_Script276.csv,10,0,0,0,0.5,21.1,-0.4,3.5,30,895,2.5,0,0,0
modified_Script277.csv,10,0,0,0,0.5,21.1,-0.4,3.8,24,895,0.5,0,0,0
modified_Script278.csv,10,0,0,0,0.5,21.1,-0.4,3.8,24,895,1.5,0,0,0
modified_Script279.csv,10,0,0,0,0.5,21.1,-0.4,3.8,24,895,2.5,0,0,0
modified_Script28.csv,10,0,0,0,0.5,21.1,-0.4,3.5,26,896,0.5,0,0,0
modified_Script280.csv,10,0,0,0,0.5,21.1,-0.4,3.8,26,895,0.5,0,0,0
modified_Script281.csv,10,0,0,0,0.5,21.1,-0.4,3.8,26,895,1.5,0,0,0
modified_Script282.csv,10,0,0,0,0.5,21.1,-0.4,3.8,26,895,2.5,0,0,0
modified_Script283.csv,10,0,0,0,0.5,21.1,-0.4,3.8,28,895,0.5,0,0,0
modified_Script284.csv,10,0,0,0,0.5,21.1,-0.4,3.8,28,895,1.5,0,0,0
modified_Script285.csv,10,0,0,0,0.5,21.1,-0.4,3.8,28,895,2.5,0,0,0
modified_Script286.csv,10,0,0,0,0.5,21.1,-0.4,3.8,30,895,0.5,0,0,0
modified_Script287.csv,10,0,0,0,0.5,21.1,-0.4,3.8,30,895,1.5,0,0,0
modified_Script288.csv,10,0,0,0,0.5,21.1,-0.4,3.8,30,895,2.5,0,0,0
modified_Script289.csv,10,0,0,0,0.5,21.1,-0.4,4.0,24,895,0.5,0,0,0
modified_Script29.csv,10,0,0,0,0.5,21.1,-0.4,3.5,26,896,1.5,0,0,0
modified_Script290.csv,10,0,0,0,0.5,21.1,-0.4,4.0,24,895,1.5,0,0,0
modified_Script291.csv,10,0,0,0,0.5,21.1,-0.4,4.0,24,895,2.5,0,0,0
modified_Script292.csv,10,0,0,0,0.5,21.1,-0.4,4.0,26,895,0.5,0,0,0
modified_Script293.csv,10,0,0,0,0.5,21.1,-0.4,4.0,26,895,1.5,0,0,0
modified_Script294.csv,10,0,0,0,0.5,21.1,-0.4,4.0,26,895,2.5,0,0,0
modified_Script295.csv,10,0,0,0,0.5,21.1,-0.4,4.0,28,895,0.5,0,0,0
modified_Script296.csv,10,0,0,0,0.5,21.1,-0.4,4.0,28,895,1.5,0,0,0
modified_Script297.csv,10,0,0,0,0.5,21.1,-0.4,4.0,28,895,2.5,0,0,0
modified_Script298.csv,10,0,0,0,0.5,21.1,-0.4,4.0,30,895,0.5,0,0,0
modified_Script299.csv,10,0,0,0,0.5,21.1,-0.4,4.0,30,895,1.5,0,0,0
modified_Script3.csv,10,0,0,0,0.5,21.1,-0.4,3.0,24,896,2.5,0,0,0
modified_Script30.csv,10,0,0,0,0.5,21.1,-0.4,3.5,26,896,2.5,0,0,0
modified_Script300.csv,10,0,0,0,0.5,21.1,-0.4,4.0,30,895,2.5,0,0,0
modified_Script301.csv,10,0,0,0,0.5,21.1,-0.4,3.0,24,809,0.5,0,0,0
modified_Script302.csv,10,0,0,0,0.5,21.1,-0.4,3.0,24,809,1.5,0,0,0
modified_Script303.csv,10,0,0,0,0.5,21.1,-0.4,3.0,24,809,2.5,0,0,0
modified_Script304.csv,10,0,0,0,0.5,21.1,-0.4,3.0,26,809,0.5,0,0,0
modified_Script305.csv,10,0,0,0,0.5,21.1,-0.4,3.0,26,809,1.5,0,0,0
modified_Script306.csv,10,0,0,0,0.5,21.1,-0.4,3.0,26,809,2.5,0,0,0
modified_Script307.csv,10,0,0,0,0.5,21.1,-0.4,3.0,28,809,0.5,0,0,0
modified_Script308.csv,10,0,0,0,0.5,21.1,-0.4,3.0,28,809,1.5,0,0,0
modified_Script309.csv,10,0,0,0,0.5,21.1,-0.4,3.0,28,809,2.5,0,0,0
modified_Script31.csv,10,0,0,0,0.5,21.1,-0.4,3.5,28,896,0.5,0,0,0
modified_Script310.csv,10,0,0,0,0.5,21.1,-0.4,3.0,30,809,0.5,0,0,0
modified_Script311.csv,10,0,0,0,0.5,21.1,-0.4,3.0,30,809,1.5,0,0,0
modified_Script312.csv,10,0,0,0,0.5,21.1,-0.4,3.0,30,809,2.5,0,0,0
modified_Script313.csv,10,0,0,0,0.5,21.1,-0.4,3.2,24,809,0.5,0,0,0
modified_Script314.csv,10,0,0,0,0.5,21.1,-0.4,3.2,24,809,1.5,0,0,0
modified_Script315.csv,10,0,0,0,0.5,21.1,-0.4,3.2,24,809,2.5,0,0,0
modified_Script316.csv,10,0,0,0,0.5,21.1,-0.4,3.2,26,809,0.5,0,0,0
modified_Script317.csv,10,0,0,0,0.5,21.1,-0.4,3.2,26,809,1.5,0,0,0
modified_Script318.csv,10,0,0,0,0.5,21.1,-0.4,3.2,26,809,2.5,0,0,0
modified_Script319.csv,10,0,0,0,0.5,21.1,-0.4,3.2,28,809,0.5,0,0,0
modified_Script32.csv,10,0,0,0,0.5,21.1,-0.4,3.5,28,896,1.5,0,0,0
modified_Script320.csv,10,0,0,0,0.5,21.1,-0.4,3.2,28,809,1.5,0,0,0
modified_Script321.csv,10,0,0,0,0.5,21.1,-0.4,3.2,28,809,2.5,0,0,0
modified_Script322.csv,10,0,0,0,0.5,21.1,-0.4,3.2,30,809,0.5,0,0,0
modified_Script323.csv,10,0,0,0,0.5,21.1,-0.4,3.2,30,809,1.5,0,0,0
modified_Script324.csv,10,0,0,0,0.5,21.1,-0.4,3.2,30,809,2.5,0,0,0
modified_Script325.csv,10,0,0,0,0.5,21.1,-0.4,3.5,24,809,0.5,0,0,0
modified_Script326.csv,10,0,0,0,0.5,21.1,-0.4,3.5,24,809,1.5,0,0,0
modified_Script327.csv,10,0,0,0,0.5,21.1,-0.4,3.5,24,809,2.5,0,0,0
modified_Script328.csv,10,0,0,0,0.5,21.1,-0.4,3.5,26,809,0.5,0,0,0
modified_Script329.csv,10,0,0,0,0.5,21.1,-0.4,3.5,26,809,1.5,0,0,0
modified_Script33.csv,10,0,0,0,0.5,21.1,-0.4,3.5,28,896,2.5,0,0,0
modified_Script330.csv,10,0,0,0,0.5,21.1,-0.4,3.5,26,809,2.5,0,0,0
modified_Script331.csv,10,0,0,0,0.5,21.1,-0.4,3.5,28,809,0.5,0,0,0
modified_Script332.csv,10,0,0,0,0.5,21.1,-0.4,3.5,28,809,1.5,0,0,0
modified_Script333.csv,10,0,0,0,0.5,21.1,-0.4,3.5,28,809,2.5,0,0,0
modified_Script334.csv,10,0,0,0,0.5,21.1,-0.4,3.5,30,809,0.5,0,0,0
modified_Script335.csv,10,0,0,0,0.5,21.1,-0.4,3.5,30,809,1.5,0,0,0
modified_Script336.csv,10,0,0,0,0.5,21.1,-0.4,3.5,30,809,2.5,0,0,0
modified_Script337.csv,10,0,0,0,0.5,21.1,-0.4,3.8,24,809,0.5,0,0,0
modified_Script338.csv,10,0,0,0,0.5,21.1,-0.4,3.8,24,809,1.5,0,0,0
modified_Script339.csv,10,0,0,0,0.5,21.1,-0.4,3.8,24,809,2.5,0,0,0
modified_Script34.csv,10,0,0,0,0.5,21.1,-0.4,3.5,30,896,0.5,0,0,0
modified_Script340.csv,10,0,0,0,0.5,21.1,-0.4,3.8,26,809,0.5,0,0,0
modified_Script341.csv,10,0,0,0,0.5,21.1,-0.4,3.8,26,809,1.5,0,0,0
modified_Script342.csv,10,0,0,0,0.5,21.1,-0.4,3.8,26,809,2.5,0,0,0
modified_Script343.csv,10,0,0,0,0.5,21.1,-0.4,3.8,28,809,0.5,0,0,0
modified_Script344.csv,10,0,0,0,0.5,21.1,-0.4,3.8,28,809,1.5,0,0,0
modified_Script345.csv,10,0,0,0,0.5,21.1,-0.4,3.8,28,809,2.5,0,0,0
modified_Script346.csv,10,0,0,0,0.5,21.1,-0.4,3.8,30,809,0.5,0,0,0
modified_Script347.csv,10,0,0,0,0.5,21.1,-0.4,3.8,30,809,1.5,0,0,0
modified_Script348.csv,10,0,0,0,0.5,21.1,-0.4,3.8,30,809,2.5,0,0,0
modified_Script349.csv,10,0,0,0,0.5,21.1,-0.4,4.0,24,809,0.5,0,0,0
modified_Script35.csv,10,0,0,0,0.5,21.1,-0.4,3.5,30,896,1.5,0,0,0
modified_Script350.csv,10,0,0,0,0.5,21.1,-0.4,4.0,24,809,1.5,0,0,0
modified_Script351.csv,10,0,0,0,0.5,21.1,-0.4,4.0,24,809,2.5,0,0,0
modified_Script352.csv,10,0,0,0,0.5,21.1,-0.4,4.0,26,809,0.5,0,0,0
modified_Script353.csv,10,0,0,0,0.5,21.1,-0.4,4.0,26,809,1.5,0,0,0
modified_Script354.csv,10,0,0,0,0.5,21.1,-0.4,4.0,26,809,2.5,0,0,0
modified_Script355.csv,10,0,0,0,0.5,21.1,-0.4,4.0,28,809,0.5,0,0,0
modified_Script356.csv,10,0,0,0,0.5,21.1,-0.4,4.0,28,809,1.5,0,0,0
modified_Script357.csv,10,0,0,0,0.5,21.1,-0.4,4.0,28,809,2.5,0,0,0
modified_Script358.csv,10,0,0,0,0.5,21.1,-0.4,4.0,30,809,0.5,0,0,0
modified_Script359.csv,10,0,0,0,0.5,21.1,-0.4,4.0,30,809,1.5,0,0,0
modified_Script36.csv,10,0,0,0,0.5,21.1,-0.4,3.5,30,896,2.5,0,0,0
modified_Script360.csv,10,0,0,0,0.5,21.1,-0.4,4.0,30,809,2.5,0,0,0
modified_Script37.csv,10,0,0,0,0.5,21.1,-0.4,3.8,24,896,0.5,0,0,0
modified_Script38.csv,10,0,0,0,0.5,21.1,-0.4,3.8,24,896,1.5,0,0,0
modified_Script39.csv,10,0,0,0,0.5,21.1,-0.4,3.8,24,896,2.5,0,0,0
modified_Script4.csv,10,0,0,0,0.5,21.1,-0.4,3.0,26,896,0.5,0,0,0
modified_Script40.csv,10,0,0,0,0.5,21.1,-0.4,3.8,26,896,0.5,0,0,0
modified_Script41.csv,10,0,0,0,0.5,21.1,-0.4,3.8,26,896,1.5,0,0,0
modified_Script42.csv,10,0,0,0,0.5,21.1,-0.4,3.8,26,896,2.5,0,0,0
modified_Script43.csv,10,0,0,0,0.5,21.1,-0.4,3.8,28,896,0.5,0,0,0
modified_Script44.csv,10,0,0,0,0.5,21.1,-0.4,3.8,28,896,1.5,0,0,0
modified_Script45.csv,10,0,0,0,0.5,21.1,-0.4,3.8,28,896,2.5,0,0,0
modified_Script46.csv,10,0,0,0,0.5,21.1,-0.4,3.8,30,896,0.5,0,0,0
modified_Script47.csv,10,0,0,0,0.5,21.1,-0.4,3.8,30,896,1.5,0,0,0
modified_Script48.csv,10,0,0,0,0.5,21.1,-0.4,3.8,30,896,2.5,0,0,0
modified_Script49.csv,10,0,0,0,0.5,21.1,-0.4,4.0,24,896,0.5,0,0,0
modified_Script5.csv,10,0,0,0,0.5,21.1,-0.4,3.0,26,896,1.5,0,0,0
modified_Script50.csv,10,0,0,0,0.5,21.1,-0.4,4.0,24,896,1.5,0,0,0
modified_Script51.csv,10,0,0,0,0.5,21.1,-0.4,4.0,24,896,2.5,0,0,0
modified_Script52.csv,10,0,0,0,0.5,21.1,-0.4,4.0,26,896,0.5,0,0,0
modified_Script53.csv,10,0,0,0,0.5,21.1,-0.4,4.0,26,896,1.5,0,0,0
modified_Script54.csv,10,0,0,0,0.5,21.1,-0.4,4.0,26,896,2.5,0,0,0
modified_Script55.csv,10,0,0,0,0.5,21.1,-0.4,4.0,28,896,0.5,0,0,0
modified_Script56.csv,10,0,0,0,0.5,21.1,-0.4,4.0,28,896,1.5,0,0,0
modified_Script57.csv,10,0,0,0,0.5,21.1,-0.4,4.0,28,896,2.5,0,0,0
modified_Script58.csv,10,0,0,0,0.5,21.1,-0.4,4.0,30,896,0.5,0,0,0
modified_Script59.csv,10,0,0,0,0.5,21.1,-0.4,4.0,30,896,1.5,0,0,0
modified_Script6.csv,10,0,0,0,0.5,21.1,-0.4,3.0,26,896,2.5,0,0,0
modified_Script60.csv,10,0,0,0,0.5,21.1,-0.4,4.0,30,896,2.5,0,0,0
modified_Script61.csv,10,0,0,0,0.5,21.1,-0.4,3.0,24,892,0.5,0,0,0
modified_Script62.csv,10,0,0,0,0.5,21.1,-0.4,3.0,24,892,1.5,0,0,0
modified_Script63.csv,10,0,0,0,0.5,21.1,-0.4,3.0,24,892,2.5,0,0,0
modified_Script64.csv,10,0,0,0,0.5,21.1,-0.4,3.0,26,892,0.5,0,0,0
modified_Script65.csv,10,0,0,0,0.5,21.1,-0.4,3.0,26,892,1.5,0,0,0
modified_Script66.csv,10,0,0,0,0.5,21.1,-0.4,3.0,26,892,2.5,0,0,0
modified_Script67.csv,10,0,0,0,0.5,21.1,-0.4,3.0,28,892,0.5,0,0,0
modified_Script68.csv,10,0,0,0,0.5,21.1,-0.4,3.0,28,892,1.5,0,0,0
modified_Script69.csv,10,0,0,0,0.5,21.1,-0.4,3.0,28,892,2.5,0,0,0
modified_Script7.csv,10,0,0,0,0.5,21.1,-0.4,3.0,28,896,0.5,0,0,0
modified_Script70.csv,10,0,0,0,0.5,21.1,-0.4,3.0,30,892,0.5,0,0,0
modified_Script71.csv,10,0,0,0,0.5,21.1,-0.4,3.0,30,892,1.5,0,0,0
modified_Script72.csv,10,0,0,0,0.5,21.1,-0.4,3.0,30,892,2.5,0,0,0
modified_Script73.csv,10,0,0,0,0.5,21.1,-0.4,3.2,24,892,0.5,0,0,0
modified_Script74.csv,10,0,0,0,0.5,21.1,-0.4,3.2,24,892,1.5,0,0,0
modified_Script75.csv,10,0,0,0,0.5,21.1,-0.4,3.2,24,892,2.5,0,0,0
modified_Script76.csv,10,0,0,0,0.5,21.1,-0.4,3.2,26,892,0.5,0,0,0
modified_Script77.csv,10,0,0,0,0.5,21.1,-0.4,3.2,26,892,1.5,0,0,0
modified_Script78.csv,10,0,0,0,0.5,21.1,-0.4,3.2,26,892,2.5,0,0,0
modified_Script79.csv,10,0,0,0,0.5,21.1,-0.4,3.2,28,892,0.5,0,0,0
modified_Script8.csv,10,0,0,0,0.5,21.1,-0.4,3.0,28,896,1.5,0,0,0
modified_Script80.csv,10,0,0,0,0.5,21.1,-0.4,3.2,28,892,1.5,0,0,0
modified_Script81.csv,10,0,0,0,0.5,21.1,-0.4,3.2,28,892,2.5,0,0,0
modified_Script82.csv,10,0,0,0,0.5,21.1,-0.4,3.2,30,892,0.5,0,0,0
modified_Script83.csv,10,0,0,0,0.5,21.1,-0.4,3.2,30,892,1.5,0,0,0
modified_Script84.csv,10,0,0,0,0.5,21.1,-0.4,3.2,30,892,2.5,0,0,0
modified_Script85.csv,10,0,0,0,0.5,21.1,-0.4,3.5,24,892,0.5,0,0,0
modified_Script86.csv,10,0,0,0,0.5,21.1,-0.4,3.5,24,892,1.5,0,0,0
modified_Script87.csv,10,0,0,0,0.5,21.1,-0.4,3.5,24,892,2.5,0,0,0
modified_Script88.csv,10,0,0,0,0.5,21.1,-0.4,3.5,26,892,0.5,0,0,0
modified_Script89.csv,10,0,0,0,0.5,21.1,-0.4,3.5,26,892,1.5,0,0,0
modified_Script9.csv,10,0,0,0,0.5,21.1,-0.4,3.0,28,896,2.5,0,0,0
modified_Script90.csv,10,0,0,0,0.5,21.1,-0.4,3.5,26,892,2.5,0,0,0
modified_Script91.csv,10,0,0,0,0.5,21.1,-0.4,3.5,28,892,0.5,0,0,0
modified_Script92.csv,10,0,0,0,0.5,21.1,-0.4,3.5,28,892,1.5,0,0,0
modified_Script93.csv,10,0,0,0,0.5,21.1,-0.4,3.5,28,892,2.5,0,0,0
modified_Script94.csv,10,0,0,0,0.5,21.1,-0.4,3.5,30,892,0.5,0,0,0
modified_Script95.csv,10,0,0,0,0.5,21.1,-0.4,3.5,30,892,1.5,0,0,0
modified_Script96.csv,10,0,0,0,0.5,21.1,-0.4,3.5,30,892,2.5,0,0,0
modified_Script97.csv,10,0,0,0,0.5,21.1,-0.4,3.8,24,892,0.5,0,0,0
modified_Script98.csv,10,0,0,0,0.5,21.1,-0.4,3.8,24,892,1.5,0,0,0
modified_Script99.csv,10,0,0,0,0.5,21.1,-0.4,3.8,24,892,2.5,0,0,0
